quote,author,tags,likes
A Christmas gambol oft could cheerThe poor man's heart through half the year.,Walter Scott,christmas,12
"But what Dakota most enjoyed about the beginning of winter was the crispness of the air (that practically demanded the wearing of knits) and the way that tough New Yorkers - on the street, in elevators, in subways - were suddenly willing to risk a smile. To make a connection with a stranger. To finally see one another after strenuously avoiding eye contact all year.",Kate Jacobs,christmas new-york-city strangers,12
"I stood for almost an hour in a line of shuffling, bitter - eyed late mailers (Christmas is such a carefree, low - pressure time - that's one of the things I love about it),...",Stephen King,bag-of-bones christmas sarcasm,12
"The only bright spot in the entire evening was the presence of Kevin ""Tubby"" Matchwell, the eleven-year-old porker who tackled the role of Santa with a beguiling authenticity. The false beard tended to muffle his speech, but they could hear his chafing thighs all the way to the North Pole.",David Sedaris,children christmas humor santa,11
"The Little Drummer Boy"" was playing in the background for what seemed like the third time in a row. I fought off an urge to beat that Little Drummer Boy seneless with his own drumsticks.",Dana Reinhardt,christmas humor music,11
"Mary knew God loved her. From the moment Gabriel appeared to her, Mary has a distinct sense that God’s presence was with her and His hand upon her. She didn’t understand everything that was happening, but she was certain that God would be with her through it all.",Stormie Omartian,christmas inspirational mary miracle,10
"Christmas was definitely the best thing ever, even better than pizza. But instead of all her favorite toppings, Amitola was surrounded by all her favorite people.",Aishabella Sheikh,amitola christmas family favorite-people pizza together,10
"Except the Christ be born again tonightIn dreams of all men, saints and sons of shame,The world will never see his kingdom bright.",Vachel Lindsay,christmas,7
"Oh! lovely voices of the skyWhich hymned the Saviour's birth,Are ye not singing still on high,Ye that sang, ""Peace on earth""?",Felicia Hemans,christmas,6
"No matter what, the day didn't feel like Christmas to her.She remembered years ago, when she had been just a little kid, and the word had been enough to make her happy. Nothing stirred in her now. Her childhood felt like it had been in another life. As she sat alone in her room with tears drying to her face, she resolved that no matter what the calendar said, it wasn't Christmas.If it was, she'd feel happy, not depressed.",Kayla Krantz,abuse abuse-recovery abused-women christmas depression quote victim,6
the fragrance of pine resin is frankincense poured out—a balm of stars and snow and moonlit nights,john j geddes,christmas pines snow stars,4
"With this in mind, Ava tells herself to be present and celebrate the holiday instead of wishing it was over. After all, one is given only a certain number of Christmases in one's life.",Elin Hilderbrand,christmas,3
"Snowflakes swirl down gently in the deep blue haze beyond the window. The outside world is a dream.Inside, the fireplace is brightly lit, and the Yule log crackles with orange and crimson sparks.There’s a steaming mug in your hands, warming your fingers.There’s a friend seated across from you in the cozy chair, warming your heart.There is mystery unfolding.",Vera Nazarian,christmas companion companionship fire hearth holiday holidays mystery warmth winter yule yule-log,64
I wish we could put up some of the Christmas spirit in jars and open a jar of it every month.,Harlan Miller,christmas,44
"A Christmas candle is a lovely thing; It makes no noise at all, But softly gives itself away; While quite unselfish, it grows small.",Eva K. Logue,christmas,34
"Once upon a time, the Reindeer took a running leap and jumped over the Northern Lights.But he jumped too low, and the long fur of his beautiful flowing tail got singed by the rainbow fires of the aurora.To this day the reindeer has no tail to speak of. But he is too busy pulling the Important Sleigh to notice what is lost. And he certainly doesn’t complain.What's your excuse?",Vera Nazarian,christmas excuse excuses holiday north northern northern-lights reindeer santa santa-claus sleigh story tail tale,32
"And I'll close by saying this. Because anti-Semitism is the godfather of racism and the gateway to tyranny and fascism and war, it is to be regarded not as the enemy of the Jewish people, I learned, but as the common enemy of humanity and of civilisation, and has to be fought against very tenaciously for that reason, most especially in its current, most virulent form of Islamic Jihad. Daniel Pearl's revolting murderer was educated at the London School of Economics. Our Christmas bomber over Detroit was from a neighboring London college, the chair of the Islamic Students' Society. Many pogroms against Jewish people are being reported from all over Europe today as I'm talking, and we can only expect this to get worse, and we must make sure our own defenses are not neglected. Our task is to call this filthy thing, this plague, this—this pest, by its right name; to make unceasing resistance to it, knowing all the time that it's probably ultimately ineradicable, and bearing in mind that its hatred towards us is a compliment, and resolving (some of the time, at any rate) to do a bit more to deserve it. Thank you.",Christopher Hitchens,ahmed-omar-saeed-sheikh anti-semitism christmas civilisation daniel-pearl detroit europe fascism islam jews jihad london murder northwest-airlines-flight-253 pogroms racism speeches tyranny umar-farouk-abdulmutallab war,31
Christmas is the keeping-place for memories of our innocence.,Joan Mills,christmas,23
It's like pretending to be Santa and then stabbing someone with a candy cane!,J.B. Stanley,act christmas humor murder pretend santa,23
The rooms were very still while the pages were softly turned and the winter sunshine crept in to touch the bright heads and serious faces with a Christmas greeting.,Louisa May Alcott,christmas,22
